Clade.name,Clade.age,N.tips,Clade.size,study_code,tree_file,neglnL,lambda,mu,net.div,turn,ef,lambda_lower,mu_lower,net.div_lower,turn_lower,ef_lower,lambda_upper,mu_upper,net.div_upper,turn_upper,ef_upper,tot_bl
Ballenidae,35.9,87,91,SampleWhale.cr,henaodiaz_etal_trees-master//phylo_SampleWhale.cr_.txt,277.6413523,0.106144829,4.59856146741032e-15,0.106144829,0.106144829,4.33234620757805e-14,0.05101105,3.49958128934321e-15,0.021244127,0.080777973,4.332346e-14,0.24790505,0.091353747,0.24790505,0.24790505,0.583538718,820.2772662
Salmonidae,42.2,28,176,SH2012.tr,henaodiaz_etal_trees-master//phylo_SH2012.tr_.txt,90.15732559,0.751545183,0.705611355,0.045933829,1.457156538,0.938880816,0.256725536,0.208511811,-0.050555395,0.522063146,0.665000553,1.840638051,1.557609384,0.616612729,3.064663374,1.033545842,315.9328693
Chiroptera,57.7,812,1200,SH2015.cr,henaodiaz_etal_trees-master//phylo_SH2015.cr_.txt,3064.90157,0.073438775,2.77421104887685e-16,0.073438775,0.073438775,3.77758350287144e-15,0.065581811,2.59410739531032e-16,0.062492551,0.068671071,3.777584e-15,0.080524957,0.003622523,0.080524957,0.080524957,0.047105441,13546.64989
Pectinidae,237.6,92,300,SH2016.pr,henaodiaz_etal_trees-master//phylo_SH2016.pr_.txt,443.6610357,0.065612994,0.046468664,0.019144331,0.112081658,0.708223487,0.036050237,0.021606588,0.003668421,0.068432053,0.461428146,0.137091679,0.094804771,0.07383372,0.200349638,0.898241418,4580.055442
Aedes,100.9,247,929,SO2017.pr,henaodiaz_etal_trees-master//phylo_SO2017.pr_.txt,1013.115607,0.069830035,4.07405891949112e-16,0.069830035,0.069830035,5.83425016344424e-15,0.056780211,3.71982060539425e-16,0.049802089,0.063758334,5.83425e-15,0.086300729,0.009445308,0.086300729,0.086300729,0.122897091,6650.216867
Astacoidea & Parastacoidea,262,466,665,ST2017.cr,henaodiaz_etal_trees-master//phylo_ST2017.cr_.txt,2126.245196,0.044282206,0.020020896,0.02426131,0.064303102,0.45212057,0.030699813,0.010325152,0.012796803,0.048602822,0.269743474,0.065573243,0.030669536,0.047885289,0.083261198,0.583163479,16728.85699
Pergidae,140.2,59,450,SW2014.pr,henaodiaz_etal_trees-master//phylo_SW2014.pr_.txt,286.6686067,0.041138546,0.006189046,0.0349495,0.047327592,0.150443968,0.019562952,1.98839152737827e-06,0.009015436,0.030110468,6.60409153505932e-05,0.086517543,0.030308577,0.086511829,0.086523257,0.539157688,3703.18611
Phoenicopteridae,4.4,6,6,T2014,henaodiaz_etal_trees-master//phylo_T2014_.txt,9.530149249,0.250941028,2.86288077544329e-16,0.250941028,0.250941028,1.14085799214028e-15,0.018953393,1.04794208414661e-16,-2.082583994,0.091855611,1.140858e-15,3.54589785,2.814240922,3.54589785,3.54589785,3.846394143,15.94
Myrtaceae,85,200,5950,T2015.tr.pr,henaodiaz_etal_trees-master//phylo_T2015.tr.pr_.txt,808.5639835,0.768982666,0.69890948,0.070073186,1.467892147,0.908875468,0.514299642,0.45875982,0.026194771,1.002404513,0.843859649,1.165779817,1.046681435,0.182025269,2.149534365,0.949067103,4507.980015
Guibourtia,17.9,17,17,T2017.cr.pr,henaodiaz_etal_trees-master//phylo_T2017.cr.pr_.txt,45.49124665,0.087888711,7.17315286264986e-17,0.087888711,0.087888711,8.16163168753236e-16,0.032806776,5.05941703290087e-17,0.00362329,0.061990262,8.161632e-16,0.285666756,0.134484862,0.285666756,0.285666756,0.889556664,161.3913527
Cetartiodactyla,74.8,182,339,T2018.tr.pr,henaodiaz_etal_trees-master//phylo_T2018.tr.pr_.txt,595.1398225,0.240709195,0.17313835,0.067570845,0.413847545,0.719284321,0.139171803,0.083504206,0.017763964,0.260579642,0.471574195,0.411863645,0.28238516,0.217639378,0.606087912,0.872359463,1836.894507
Pradosia,34.4,21,26,TA2015.pr,henaodiaz_etal_trees-master//phylo_TA2015.pr_.txt,65.56781612,0.156649282,0.115584543,0.041064739,0.272233825,0.737855555,0.029783914,0.000589126,-0.099961877,0.067870562,0.008756151,0.810043843,0.458549293,0.802950977,0.817136709,1.278765713,229.1395388
Anemiaceae,141.4,23,100,TE2016.01.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.01.tr.cr.pr_.txt,96.36541297,0.174608785,0.163048345,0.01156044,0.33765713,0.933792332,0.05415143,0.037913632,-0.033263861,0.112708617,0.50690072,0.564709007,0.442112135,0.278457605,0.85096041,1.081359916,793.9897912
Aspleniaceae,129.4,249,700,TE2016.02.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.02.tr.cr.pr_.txt,973.7321253,0.204686503,0.169729899,0.034956604,0.374416401,0.829218812,0.137054657,0.108460936,0.011774038,0.262335276,0.704866939,0.303779459,0.247329597,0.089655362,0.517903556,0.914092394,4781.407842
Athyriaceae,83.3,197,600,TE2016.03.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.03.tr.cr.pr_.txt,587.4375339,0.594930154,0.520222195,0.074707959,1.115152349,0.874425664,0.390036631,0.326944927,0.019661771,0.760411491,0.754256394,0.904105431,0.772511539,0.222178129,1.586032733,0.949589936,1506.627842
Blechnaceae,59.5,138,200,TE2016.04.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.04.tr.cr.pr_.txt,450.8584957,0.260399779,0.221583773,0.038816006,0.481983552,0.85093687,0.152111642,0.11855677,0.005333203,0.298890082,0.657431337,0.444710143,0.361962303,0.152343759,0.737076527,0.964938893,1502.087384
Cibotiaceae,25.2,9,11,TE2016.05.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.05.tr.cr.pr_.txt,22.59521346,0.252151688,0.249630171,0.002521517,0.50178186,0.99,0.019873365,0.0012612,-1.017849919,0.064457362,0.019956905,2.603098349,1.836449028,2.551148561,2.655048137,2.243404625,84.68247578
Cyatheaceae,99.4,120,600,TE2016.07.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.07.tr.cr.pr_.txt,406.3393794,0.923657503,0.906484201,0.017173303,1.830141704,0.981407283,0.61369828,0.597615126,-0.006271847,1.230466835,0.944320948,1.292766246,1.25991217,0.071979999,2.513552494,1.005002908,1631.133863
Cystopteridaceae,77.4,31,64,TE2016.08.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.08.tr.cr.pr_.txt,99.80132931,0.395829538,0.391871243,0.003958295,0.787700781,0.99,0.159936748,0.152142163,-0.121472767,0.342563324,0.798977187,1.01944294,0.97771368,0.204931287,1.833954592,1.141867511,427.2904422
Davalliaceae,59.4,13,65,TE2016.09.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.09.tr.cr.pr_.txt,47.8433737,0.221913764,0.198481631,0.023432132,0.420395395,0.894408837,0.02984828,0.001537875,-0.112412695,0.06384846,0.024680798,1.687059142,0.920554901,1.645421176,1.728697108,1.139100141,316.4750819
Dennstaedtiaceae,154.6,35,170,TE2016.10.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.10.tr.cr.pr_.txt,153.965014,0.188061719,0.174924573,0.013137146,0.362986292,0.930144495,0.066831716,0.053016301,-0.012220777,0.135681294,0.641339196,0.500643928,0.41697364,0.179561354,0.821726502,1.030193181,1333.924198
Dicksoniaceae,108.5,13,30,TE2016.11.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.11.tr.cr.pr_.txt,41.11295723,0.385858431,0.381999847,0.003858584,0.767858278,0.99,0.125126656,0.1353262,-0.338589177,0.279440027,0.939023012,1.671835377,1.790158223,0.101943485,3.241727268,1.233257369,363.739823
Diplaziopsidaceae,76.9,4,4,TE2016.12.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.12.tr.cr.pr_.txt,11.44439849,0.008949047,0.000215724,0.008733323,0.009164772,0.024105852,0.000270481,1.72150064772853e-05,-0.159466221,0.001634479,0.010644526,0.235843694,0.19891018,0.23333325,0.238354139,5.042855378,224.6382545
Dipteridaceae,48.6,5,11,TE2016.13.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.13.tr.cr.pr_.txt,13.78046038,0.089614024,0.088717884,0.00089614,0.178331907,0.99,0.003257277,0.001542534,-1.347110068,0.01720065,0.098513382,1.97389269,1.757728801,1.779437846,2.168347534,4.280683419,127.1677011
Dryopteridaceae,139.1,742,1700,TE2016.14.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.14.tr.cr.pr_.txt,2393.000303,0.429119981,0.389469338,0.039650643,0.818589319,0.9076001,0.35534674,0.320139135,0.020617994,0.690075486,0.865389773,0.518050054,0.468746163,0.069734835,0.966365273,0.941977815,7590.494104
Equisetaceae,151,15,15,TE2016.15.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.15.tr.cr.pr_.txt,65.22155632,0.025301526,0.017074411,0.008227115,0.042375937,0.674837214,0.007542471,0.006694317,-0.038894496,0.019898138,0.506998435,0.106697524,0.099843749,0.052602046,0.160793002,1.638145568,745.1784966
Gleicheniaceae,120.4,32,125,TE2016.16.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.16.tr.cr.pr_.txt,127.9752324,0.326745687,0.322463661,0.004282026,0.649209349,0.986894926,0.141819412,0.13578343,-0.037357925,0.291434681,0.872356813,0.745884368,0.716959802,0.095207058,1.396561678,1.054970309,977.7807871
Hymenophyllaceae,242.9,208,600,TE2016.17.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.17.tr.cr.pr_.txt,964.5238201,0.09752676,0.080532352,0.016994408,0.178059112,0.825746209,0.063493235,0.049639802,0.005290519,0.121695951,0.68890446,0.148947399,0.120310942,0.046336871,0.251557926,0.916675865,8342.804068
Hypodematiaceae,93.9,5,20,TE2016.18.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.18.tr.cr.pr_.txt,15.63007719,0.091274722,0.090361975,0.000912747,0.181636698,0.99,0.003251895,0.000598341,-1.265849462,0.012030442,0.052338716,2.618460202,2.010678254,2.481413357,2.755507047,2.699517358,243.2313562
Lindsaeaceae,182.3,166,200,TE2016.19.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.19.tr.cr.pr_.txt,576.8444549,0.236377546,0.229579212,0.006798334,0.465956758,0.971239512,0.16063371,0.154444848,-0.008701778,0.32564377,0.902136802,0.340405766,0.328100057,0.033313197,0.647498336,1.027244284,2810.630529
Lomariopsidaceae,95.2,32,40,TE2016.20.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.20.tr.cr.pr_.txt,121.6477605,0.104307769,0.090310672,0.013997097,0.194618441,0.865809643,0.023865554,0.004321314,-0.038179601,0.051916215,0.090793633,0.434195398,0.255898588,0.394773221,0.473617576,1.175361834,690.5178972
Lygodiaceae,72.7,19,25,TE2016.23.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.23.tr.cr.pr_.txt,75.26619153,0.037648587,1.9989177975479e-15,0.037648587,0.037648587,5.30940993230456e-14,0.00998472,1.11511522071026e-15,-0.010101542,0.02100262,5.30941e-14,0.205345575,0.107723559,0.205345575,0.205345575,1.103476069,526.5763871
Marattiaceae,162,79,150,TE2016.24.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.24.tr.cr.pr_.txt,287.0806618,0.318070703,0.314889996,0.003180707,0.632960698,0.99,0.18699255,0.18318241,-0.021665541,0.381899752,0.921823979,0.543968211,0.533538346,0.04252527,1.045411151,1.042326025,1682.976478
Marsileaceae,127.7,46,75,TE2016.25.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.25.tr.cr.pr_.txt,148.528003,0.460192015,0.455590095,0.00460192,0.915782111,0.99,0.241692277,0.244245252,-0.070607474,0.501561433,0.949202848,0.999536033,1.009452978,0.050773583,1.948298483,1.075206702,852.226934
Matoniaceae,122.6,4,4,TE2016.26.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.26.tr.cr.pr_.txt,11.65527734,0.011717132,0.011599961,0.000117171,0.023317093,0.99,0.000178355,7.84425846382811e-05,-0.593486251,0.003037849,0.026506185,0.655082432,0.63296621,0.637718696,0.672446168,16.03259572,296.2400685
Nephrolepidaceae,61.6,21,21,TE2016.28.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.28.tr.cr.pr_.txt,74.95518923,0.108177587,0.099962442,0.008215146,0.208140029,0.92405871,0.018024709,0.001682799,-0.096308817,0.042619764,0.041107071,0.600058208,0.36051683,0.575391573,0.624724843,1.364518908,412.279406
Oleandraceae,14.1,4,35,TE2016.29.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.29.tr.cr.pr_.txt,7.907104023,0.61787301,0.61169428,0.00617873,1.229567289,0.99,0.01138191,0.000618743,-7.056087145,0.039456036,0.015931668,16.41719285,11.86741663,16.15563958,16.67874611,2.466556629,39.49479113
Onocleaceae,69.2,5,5,TE2016.30.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.30.tr.cr.pr_.txt,16.35038624,0.011677063,9.80327507798273e-17,0.011677063,0.011677063,8.39532577781249e-15,0.00084479,4.07687431192106e-17,-0.11447463,0.004856124,8.395326e-15,0.175555097,0.145014863,0.175555097,0.175555097,4.748322008,256.9139071
Ophioglossaceae,205.3,63,80,TE2016.31.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.31.tr.cr.pr_.txt,239.7484277,0.218723494,0.216536259,0.002187235,0.435259753,0.99,0.122227089,0.122005903,-0.024281397,0.252055583,0.938148435,0.415421648,0.414715107,0.025694479,0.805148818,1.06219083,2068.579618
Osmundaceae,203.7,17,20,TE2016.32.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.32.tr.cr.pr_.txt,65.05346021,0.102438396,0.101414012,0.001024384,0.203852407,0.99,0.033707828,0.037988379,-0.133419392,0.083363179,0.837213144,0.379612461,0.415424197,0.061795919,0.697429002,1.47311035,715.6529935
Plagiogyriaceae,48.5,9,15,TE2016.33.tr.cr.pr,henaodiaz_etal_trees-master//phylo_TE2016.33.tr.cr.pr_.txt,28.23942563,0.143050354,0.141619851,0.001430504,0.284670205,0.99,0.012643381,0.002280228,-0.473765497,0.037118438,0.065451932,1.394996203,0.980033449,1.303691006,1.4863014,1.935799899,171.04687
